,PRODUCT,PROD_LVL,SPECIALTY,SUB_SPECIALTY,SP_SOURCE,ds,INDICATION,MARKET_FLAG,LEVEL_0_MARKET_FLAG,BIOSIMILAR_MOLECULE,CLASS,METRIC,COMPETITIVE_RX,TOTAL_RX,ALLOCATED_WITHOUT_FDAP_RX,ALLOCATED_WITH_FDAP_RX
34344,Brand22,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,MOTRX,1927.9351,,,
34468,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class3,NBRX,4.9792,,5.738403435,5.906499739
34486,Brand24,1,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Oral Market,Oral Market,Not Available,Class2,TRX,1.0006,1.0006,,
34490,Brand24,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Oral Market,Oral Market,Not Available,Class2,MOTRX,1.0006,1.0006,,
34539,Brand17,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication6,IV Market,Not Available,Not Available,Class1,NBRX,8.8392,8.8392,,
34607,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Other Market,Not Available,Class3,MOTRX,457.4595,,,
34686,Brand40,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,MOTRX,,338.4052,,
34703,Brand7,2,PED,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,TRX,167.3718,,,
34755,Brand11,1,PED,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication2,BnB IV Market,BnB IV Market,Not Available,Class1,TRX,2079.7135,,,
34873,Brand4,1,PED,OTHERS,PHARMACY,2024-02-02,Indication10,Other Market,Other Market,Not Available,Class1,TRX,18.1258,18.1258,,
35006,Brand15,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class3,TRX,226.2958,226.2958,256.7706918,265.6341362
35139,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Not Available,Not Available,Class1,NBRX,7.9562,7.9562,,
35219,Brand2,1,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Not Available,Not Available,Class1,TRX,424.4911,424.4911,,
35275,Brand11,2,PED,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class1,TRX,96.2502,96.2502,,
35318,Brand12,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,IV Market,Not Available,Not Available,Class1,TRX,23.9527,23.9527,,
35319,Brand6,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,329.4109,,
35358,Brand25,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,0.9098,,,
35425,Brand4,2,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,TRX,29.371,,,
35463,Brand22,1,PED,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class4,TRX,1044.1575,,,
35522,Brand17,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,70.7132,,
35570,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class3,TRX,378.6893,378.6893,,
35598,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,NBRX,77.4329,77.4329,,
35754,Brand9,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,IV Market,Not Available,Not Available,Class1,NBRX,6.1788,6.1788,,
35758,Brand8,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,12.9889,12.9889,,
35804,Brand8,1,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,94.2163,94.2163,,
35847,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Other Market,Other Market,Not Available,Class1,NBRX,0.0,0.0,,
35913,Brand15,2,PED,OTHERS,PHARMACY,2024-02-02,Indication9,Other Market,Other Market,Not Available,Class3,TRX,31.7664,31.7664,36.04433005,37.28854103
36027,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,215.6581,,
36029,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class3,NBRX,0.0,0.0,,0.0
36031,Brand8,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,517.048,,
36033,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,48.2128,,
36052,Brand9,2,OTHERS,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,365.7517,,
36081,Brand30,1,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class4,TRX,609.9639,609.9639,,
36223,Brand34,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,TRX,2.1044,2.1044,,
36245,Brand24,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class2,MOTRX,,2.7467,,
36381,Brand24,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class2,NBRX,65.1116,65.1116,,
36419,Brand2,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
36436,Brand30,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,4.1282,,
36476,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class3,NBRX,0.0,0.0,,
36527,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,27.9186,,
36559,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class3,NBRX,4.4855,4.4855,,5.320855662
36563,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,111.0554,,
36662,Brand41,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class5,NBRX,,1.4655,,
36695,Brand11,1,PED,OTHERS,PHARMACY,2024-02-02,Indication10,Other Market,Other Market,Not Available,Class1,TRX,96.2502,96.2502,,
36755,Brand10,1,PED,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,TRX,40.8025,40.8025,,
36792,Brand4,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,792.9719,,
36825,Brand5,1,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class3,TRX,5.7681,5.7681,,
36868,Brand25,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,0.9098,0.9098,,
36870,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class1,MOTRX,,47.3442,,
36874,Brand11,2,PED,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,271.267,,
36992,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class3,NBRX,0.0,0.0,,0.0
37011,Brand31,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,458.1397,,
37021,Brand6,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class3,NBRX,156.0634,156.0634,,179.668482
37022,Brand6,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class3,MOTRX,2826.9078,2826.9078,,3100.693367
37051,Brand9,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,587.7544,,
37090,Brand6,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class3,TRX,599.4091,599.4091,,661.6450267
37110,Brand3,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class2,NBRX,,3.0086,,
37120,Brand22,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,1.0,,
37144,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class3,MOTRX,4229.3784,4229.3784,,4963.414406
37263,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Other Market,Other Market,Not Available,Class3,NBRX,0.0,0.0,0.0,0.0
37349,Brand18,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
37397,Brand11,1,PED,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,271.267,,
37503,Brand41,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,NBRX,,276.308,,
37535,Brand13,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,MOTRX,5.16,5.16,,
37544,Brand9,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,81.7752,,
37555,Brand20,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,NBRX,4.0256,4.0256,,
37597,Brand33,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,1.6087,1.6087,,
37723,Brand39,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,1.6257,,
37724,Brand39,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
37816,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,12.0196,12.0196,,
37888,Brand41,1,PED,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,TRX,,4086.4504,,
38076,Brand3,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class2,MOTRX,,3.3207,,
38109,Brand14,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Oral Market,Oral Market,Not Available,Class2,MOTRX,38.4435,38.4435,,
38182,Brand4,1,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class1,TRX,225.3094,225.3094,,
38264,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Oral Market,Oral Market,Not Available,Class2,NBRX,7.4217,7.4217,,
38425,Brand25,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
38788,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class2,MOTRX,4.8972,4.8972,,
38792,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Other Market,Other Market,Not Available,Class3,MOTRX,20.7156,20.7156,23.48098158,24.3057334
38848,Brand19,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class1,TRX,2.4303,2.4303,,
38880,Brand8,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,5.4353,,
38887,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class3,NBRX,0.0,0.0,,0.0
38976,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
38984,Brand18,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,30.1845,,
39305,Brand20,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,0.5302,0.5302,,
39319,Brand3,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,MOTRX,,1129.1713,,
39356,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Other Market,Other Market,Not Available,Class1,MOTRX,2.3271,2.3271,,
39441,Brand33,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
39451,Brand3,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class2,MOTRX,,2.3601,,
39529,Brand39,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,308.1292,,
39575,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,5.4514,,
39582,Brand21,1,PED,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,486.3073,486.3073,,
39637,Brand36,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,MOTRX,,10.3885,,
39661,Brand42,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,NBRX,,11.6109,,
39708,Brand33,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,4.6387,,
39744,Brand9,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
39756,Brand11,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,206.2202,,
39791,Brand11,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,9.9379,,
39830,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,MOTRX,,7141.0577,,
40044,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class3,MOTRX,,1.379,,
40108,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,820.0765,,
40169,Brand42,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class5,MOTRX,,29.3981,,
40179,Brand16,2,PED,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,1152.5877,,
40277,Brand22,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,205.1969,,
40302,Brand42,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,NBRX,,5.3392,,
40310,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class3,TRX,,1.379,,
40338,Brand14,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,4547.3399,,
40339,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class3,MOTRX,,3.3121,,
40387,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,3.1448,,
40462,Brand11,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,21.9324,,
40531,Brand21,1,PED,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,7720.1297,,
40552,Brand28,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,18.0759,,
40562,Brand42,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,MOTRX,,80.7844,,
40636,Brand24,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Oral Market,Oral Market,Not Available,Class2,NBRX,313.4655,313.4655,,
40685,Brand39,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,,9.7219,,
40703,Brand20,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,23.967,,
40732,Brand39,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,,22.3455,,
40769,Brand2,1,PED,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,TRX,,17.9145,,
40837,Brand29,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,0.0,,
41095,Brand29,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,73.7597,,
41132,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,MOTRX,,106.4287,,
41161,Brand11,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,3.13,,
41207,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,719.1599,,
41230,Brand25,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,1.0299,1.0299,,
41261,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class3,TRX,39.7024,39.7024,,
41310,Brand4,1,PED,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class1,TRX,,9.3769,,
41313,Brand22,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class4,MOTRX,423.6098,423.6098,,
41472,Brand41,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,TRX,,463.5644,,
41473,Brand31,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class4,TRX,,41.8577,,
41510,Brand37,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,7.5076,,
41511,Brand37,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,0.0,,
41574,Brand41,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,NBRX,,5.3392,,
41697,Brand11,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,4053.9342,,
41778,Brand9,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,31.4093,,
41831,Brand7,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,MOTRX,4483.6518,4483.6518,,
41867,Brand40,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,MOTRX,,189.0528,,
41919,Brand4,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,225.3094,225.3094,,
41976,Brand28,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,9171.6205,,
41990,Brand9,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,46.9341,,
42071,Brand38,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,2.6722,,
42161,Brand25,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,9.3265,,
42363,Brand14,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Oral Market,Oral Market,Not Available,Class2,MOTRX,143.0986,143.0986,,
42489,Brand11,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
42595,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,2656.2508,,
42739,Brand28,2,PED,OTHERS,PHARMACY,2024-02-02,Indication4,IV Market,IV Market,Not Available,Class1,TRX,1.5611,1.5611,,
42767,Brand10,1,PED,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,4585.8102,,
42794,Brand5,1,PED,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class3,TRX,,1.9613,,
42836,Brand11,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,2.9685,,
42858,Brand5,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,145.1847,,
42894,Brand10,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,107.6081,,
42957,Brand6,1,PED,OTHERS,PHARMACY,2024-02-02,Indication8,Not Available,Not Available,Not Available,Class3,TRX,6.702,6.702,,7.868883721
42971,Brand29,1,OTHERS,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,100.854,,
42980,Brand21,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,1.6257,,
42987,Brand22,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,89.3554,,
43001,Brand39,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,,7.0769,,
43038,Brand18,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,5.9073,,
43097,Brand41,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class5,NBRX,,2.1066,,
43253,Brand4,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,2428.8256,,
43284,Brand37,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,0.0,,
43332,Brand22,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,0.0,,
43338,Brand23,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,IV Market,IV Market,Not Available,Class1,MOTRX,26.2228,26.2228,,
43384,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,21.1642,,
43385,Brand7,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,6.2988,,
43472,Brand21,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,112.7605,,
